timestamp,traffic_mbps,latency_ms,packet_loss_rate,cpu_usage,memory_usage,disk_io_mbps,network_errors,temperature_c,is_anomaly,anomaly_score
2025-08-10 20:02:22,334.82,2.57,0.0021,0.098,0.34,45.6,4,34.1,False,0.0
2025-08-10 20:07:22,131.61,1.64,0.0016,0.043,0.318,10.0,0,35.1,False,0.0
2025-08-10 20:12:22,65.71,1.52,0.0016,0.155,0.389,49.4,1,39.1,False,0.0
2025-08-10 20:17:22,234.0,2.16,0.0017,0.172,0.35,34.0,2,34.3,False,0.0
2025-08-10 20:22:22,138.9,1.39,0.0015,0.059,0.279,13.2,1,32.4,False,0.0
2025-08-10 20:27:22,266.25,1.83,0.0015,0.082,0.362,26.1,5,39.2,False,0.0
2025-08-10 20:32:22,91.94,2.21,0.0023,0.148,0.344,21.3,1,30.8,False,0.0
2025-08-10 20:37:22,131.33,2.53,0.0019,0.056,0.388,21.7,0,35.7,False,0.0
2025-08-10 20:42:22,222.05,1.66,0.0012,0.061,0.284,23.6,1,37.3,False,0.0
2025-08-10 20:47:22,213.11,2.03,0.0016,0.139,0.321,33.2,0,23.5,False,0.0
2025-08-10 20:52:22,78.69,2.3,0.002,0.081,0.304,29.7,1,35.7,False,0.0
2025-08-10 20:57:22,162.35,2.58,0.0014,0.187,0.432,45.4,1,30.3,False,0.0
2025-08-10 21:02:22,195.59,2.44,0.0004,0.224,0.372,33.1,1,42.2,False,0.0
2025-08-10 21:07:22,179.12,2.38,0.0011,0.189,0.353,56.1,2,30.9,False,0.0
2025-08-10 21:12:22,261.67,1.06,0.0019,0.115,0.389,23.2,1,31.2,False,0.0
2025-08-10 21:17:22,152.57,2.49,0.0014,0.542,0.618,28.4,1,52.7,True,0.0
2025-08-10 21:22:22,69.71,2.21,0.0013,0.149,0.386,42.1,2,37.5,False,0.0
2025-08-10 21:27:22,76.69,2.75,0.0014,0.12,0.384,9.4,1,32.5,False,0.0
2025-08-10 21:32:22,205.3,2.28,0.0018,0.18,0.363,29.2,0,35.5,False,0.0
2025-08-10 21:37:22,209.88,2.24,0.0025,0.097,0.312,33.9,0,30.4,False,0.0
2025-08-10 21:42:22,137.07,3.13,0.0013,0.079,0.367,17.4,0,33.5,False,0.0
2025-08-10 21:47:22,221.43,2.66,0.0021,0.082,0.351,23.5,0,30.2,False,0.0
2025-08-10 21:52:22,191.35,2.27,0.0009,0.167,0.384,16.9,0,30.0,False,0.0
2025-08-10 21:57:22,259.32,2.01,0.0016,0.122,0.372,17.0,2,38.0,False,0.0
2025-08-10 22:02:22,81.63,1.97,0.0023,0.208,0.364,12.6,2,36.4,False,0.0
2025-08-10 22:07:22,202.49,2.69,0.002,0.161,0.31,32.6,4,40.9,False,0.0
2025-08-10 22:12:22,181.33,2.89,0.0015,0.056,0.335,17.6,0,33.5,False,0.0
2025-08-10 22:17:22,237.17,2.49,0.0018,0.162,0.368,43.2,0,26.8,False,0.0
2025-08-10 22:22:22,277.4,2.18,0.0015,0.063,0.356,32.6,0,33.9,False,0.0
2025-08-10 22:27:22,301.55,1.9,0.0017,0.03,0.297,41.0,1,32.1,False,0.0
2025-08-10 22:32:22,266.55,2.1,0.0009,0.096,0.316,42.8,1,32.0,False,0.0
2025-08-10 22:37:22,188.77,2.78,0.0012,0.136,0.37,39.1,2,36.1,False,0.0
2025-08-10 22:42:22,156.39,2.26,0.0016,0.131,0.353,17.9,4,32.9,False,0.0
2025-08-10 22:47:22,262.85,2.15,0.0019,0.035,0.315,28.6,0,28.9,False,0.0
2025-08-10 22:52:22,126.0,2.05,0.0011,0.172,0.347,28.2,2,33.1,False,0.0
2025-08-10 22:57:22,62.01,2.37,0.0017,0.064,0.36,34.6,2,33.0,False,0.0
2025-08-10 23:02:22,290.25,1.9,0.0019,0.127,0.366,37.5,1,34.0,False,0.0
2025-08-10 23:07:22,167.25,1.86,0.0017,0.259,0.362,53.2,1,39.1,False,0.0
2025-08-10 23:12:22,255.83,2.49,0.0022,0.163,0.311,19.3,0,35.4,False,0.0
2025-08-10 23:17:22,295.82,2.24,0.0015,0.117,0.346,25.9,0,31.8,False,0.0
2025-08-10 23:22:22,275.92,2.26,0.0021,0.237,0.421,49.1,3,37.8,False,0.0
2025-08-10 23:27:22,173.36,2.61,0.0015,0.258,0.429,49.2,4,37.8,False,0.0
2025-08-10 23:32:22,28.53,1.86,0.0013,0.183,0.324,33.1,1,35.9,False,0.0
2025-08-10 23:37:22,150.48,2.68,0.0012,0.154,0.335,29.9,2,34.6,False,0.0
2025-08-10 23:42:22,162.02,2.2,0.0008,0.217,0.402,49.6,0,35.7,False,0.0
2025-08-10 23:47:22,205.63,2.14,0.0006,0.318,0.423,62.1,2,34.2,False,0.0
2025-08-10 23:52:22,191.05,1.21,0.0015,0.202,0.38,37.3,2,34.4,False,0.0
2025-08-10 23:57:22,71.23,2.28,0.0025,0.216,0.371,43.6,1,35.4,False,0.0
2025-08-11 00:02:22,343.78,2.0,0.0014,0.2,0.34,57.6,2,37.1,False,0.0
2025-08-11 00:07:22,179.63,3.35,0.0013,0.191,0.351,38.1,1,36.8,False,0.0
2025-08-11 00:12:22,241.44,3.75,0.0018,0.232,0.406,40.6,1,39.0,False,0.0
2025-08-11 00:17:22,213.26,2.59,0.0011,0.182,0.334,40.0,1,30.2,False,0.0
2025-08-11 00:22:22,331.46,2.92,0.002,0.184,0.414,47.5,0,34.2,False,0.0
2025-08-11 00:27:22,249.41,3.02,0.0023,0.156,0.358,34.1,3,33.8,False,0.0
2025-08-11 00:32:22,185.84,1.68,0.0014,0.262,0.408,44.4,1,34.1,False,0.0
2025-08-11 00:37:22,272.33,2.81,0.0021,0.166,0.36,26.7,0,33.5,False,0.0
2025-08-11 00:42:22,294.73,2.47,0.0023,0.143,0.372,21.8,0,35.9,False,0.0
2025-08-11 00:47:22,247.9,1.92,0.0008,0.228,0.443,32.8,0,39.4,False,0.0
2025-08-11 00:52:22,149.48,2.41,0.0014,0.134,0.303,25.0,0,33.3,False,0.0
2025-08-11 00:57:22,295.21,2.15,0.0017,0.252,0.413,44.0,0,39.1,False,0.0
2025-08-11 01:02:22,183.92,2.37,0.0016,0.164,0.353,15.7,1,38.9,False,0.0
2025-08-11 01:07:22,263.75,2.07,0.0018,0.234,0.4,39.5,0,36.8,False,0.0
2025-08-11 01:12:22,328.59,1.86,0.0012,0.238,0.413,46.0,0,30.9,False,0.0
2025-08-11 01:17:22,344.04,2.02,0.001,0.227,0.461,50.3,1,28.9,False,0.0
2025-08-11 01:22:22,195.57,2.19,0.0022,0.236,0.405,55.4,3,37.9,False,0.0
2025-08-11 01:27:22,157.79,1.74,0.0021,0.153,0.384,45.0,1,37.3,False,0.0
2025-08-11 01:32:22,309.54,2.31,0.0026,0.235,0.385,38.1,1,33.1,False,0.0
2025-08-11 01:37:22,210.49,2.81,0.001,0.334,0.38,55.7,1,37.5,False,0.0
2025-08-11 01:42:22,296.83,2.61,0.0015,0.148,0.345,23.3,1,34.8,False,0.0
2025-08-11 01:47:22,403.14,2.72,0.0015,0.257,0.42,32.7,3,37.4,False,0.0
2025-08-11 01:52:22,218.43,1.99,0.001,0.234,0.439,39.3,4,38.1,False,0.0
2025-08-11 01:57:22,364.67,1.93,0.0017,0.209,0.41,30.3,0,36.4,False,0.0
2025-08-11 02:02:22,212.82,2.29,0.0,0.355,0.458,47.8,0,37.2,False,0.0
2025-08-11 02:07:22,197.73,2.48,0.0026,0.193,0.38,61.4,3,36.7,False,0.0
2025-08-11 02:12:22,379.65,2.78,0.0009,0.207,0.348,39.4,0,34.3,False,0.0
2025-08-11 02:17:22,1269.52,2.93,0.0023,0.248,0.447,236.2,2,32.0,True,0.0
2025-08-11 02:22:22,391.51,2.99,0.002,0.314,0.44,47.9,4,45.9,False,0.0
2025-08-11 02:27:22,273.91,2.79,0.002,0.294,0.391,30.6,0,38.9,False,0.0
2025-08-11 02:32:22,375.82,2.73,0.001,0.262,0.371,30.8,1,36.5,False,0.0
2025-08-11 02:37:22,293.0,2.38,0.0017,0.251,0.391,43.1,0,35.1,False,0.0
2025-08-11 02:42:22,348.53,2.65,0.0028,0.258,0.387,72.5,3,38.1,False,0.0
2025-08-11 02:47:22,191.83,3.43,0.0021,0.31,0.413,55.8,1,39.8,False,0.0
2025-08-11 02:52:22,353.63,3.08,0.0011,0.173,0.348,47.8,0,31.8,False,0.0
2025-08-11 02:57:22,375.13,2.7,0.0026,0.271,0.451,57.1,1,34.0,False,0.0
2025-08-11 03:02:22,383.14,2.68,0.0017,0.321,0.349,54.5,2,38.9,False,0.0
2025-08-11 03:07:22,219.85,3.29,0.002,0.237,0.431,57.8,1,33.5,False,0.0
2025-08-11 03:12:22,238.17,3.06,0.0015,0.232,0.329,44.3,1,28.9,False,0.0
2025-08-11 03:17:22,310.15,1.78,0.0014,0.297,0.425,60.2,0,37.7,False,0.0
2025-08-11 03:22:22,278.7,2.6,0.0007,0.226,0.404,44.4,0,33.8,False,0.0
2025-08-11 03:27:22,143.3,2.46,0.0025,0.273,0.44,35.5,0,37.7,False,0.0
2025-08-11 03:32:22,356.14,2.55,0.001,0.276,0.389,33.1,1,40.5,False,0.0
2025-08-11 03:37:22,135.41,2.43,0.0016,0.328,0.411,60.6,1,42.7,False,0.0
2025-08-11 03:42:22,170.45,1.81,0.0013,0.261,0.366,34.8,0,38.7,False,0.0
2025-08-11 03:47:22,263.96,2.78,0.0013,0.273,0.369,38.7,0,31.9,False,0.0
2025-08-11 03:52:22,283.95,3.02,0.0012,0.294,0.477,39.6,1,38.5,False,0.0
2025-08-11 03:57:22,436.27,3.19,0.0023,0.304,0.388,53.5,1,39.6,False,0.0
2025-08-11 04:02:22,361.16,3.39,0.002,0.276,0.453,50.2,0,39.4,False,0.0
2025-08-11 04:07:22,281.18,1.19,0.0028,0.245,0.427,35.3,0,36.6,False,0.0
2025-08-11 04:12:22,345.26,2.04,0.0023,0.277,0.427,62.2,0,36.5,False,0.0
2025-08-11 04:17:22,390.71,3.63,0.0018,0.291,0.412,36.9,0,33.3,False,0.0
2025-08-11 04:22:22,264.95,2.15,0.0016,0.328,0.419,55.0,1,42.7,False,0.0
2025-08-11 04:27:22,289.47,2.28,0.0018,0.227,0.371,41.9,2,41.1,False,0.0
2025-08-11 04:32:22,432.43,2.88,0.0015,0.31,0.415,31.1,2,34.8,False,0.0
2025-08-11 04:37:22,360.94,3.58,0.002,0.274,0.435,55.9,0,41.8,False,0.0
2025-08-11 04:42:22,305.71,2.58,0.0014,0.313,0.379,59.1,3,40.5,False,0.0
2025-08-11 04:47:22,260.72,2.22,0.0015,0.347,0.472,44.7,0,44.1,False,0.0
2025-08-11 04:52:22,102.72,2.77,0.0011,0.305,0.414,40.3,0,38.9,False,0.0
2025-08-11 04:57:22,286.99,3.64,0.0017,0.302,0.456,45.7,1,35.2,False,0.0
2025-08-11 05:02:22,472.8,2.87,0.0023,0.289,0.413,59.8,1,42.2,False,0.0
2025-08-11 05:07:22,421.36,2.66,0.0018,0.356,0.48,42.5,1,40.2,False,0.0
2025-08-11 05:12:22,279.12,3.03,0.0021,0.306,0.423,41.4,1,36.5,False,0.0
2025-08-11 05:17:22,405.07,3.49,0.0015,0.325,0.395,41.5,2,40.7,False,0.0
2025-08-11 05:22:22,336.39,13.69,0.1745,0.232,0.369,42.5,28,35.5,True,0.4
2025-08-11 05:27:22,233.82,1.81,0.0019,0.154,0.353,44.6,0,30.7,False,0.0
2025-08-11 05:32:22,374.59,3.27,0.0001,0.289,0.329,47.7,1,43.0,False,0.0
2025-08-11 05:37:22,340.16,2.06,0.0009,0.329,0.365,62.6,4,37.9,False,0.0
2025-08-11 05:42:22,339.8,2.71,0.0011,0.277,0.476,50.8,0,36.0,False,0.0
2025-08-11 05:47:22,364.05,2.02,0.001,0.308,0.413,59.6,1,36.8,False,0.0
2025-08-11 05:52:22,1087.67,3.61,0.002,0.176,0.402,75.6,0,30.1,True,0.0
2025-08-11 05:57:22,379.54,2.81,0.0022,0.298,0.388,42.6,2,37.4,False,0.0
2025-08-11 06:02:22,289.04,3.15,0.0031,0.282,0.437,40.8,1,36.5,False,0.0
2025-08-11 06:07:22,517.04,2.88,0.0009,0.353,0.42,53.4,2,40.6,False,0.0
2025-08-11 06:12:22,70.38,3.2,0.0012,0.343,0.452,52.3,2,40.0,False,0.0
2025-08-11 06:17:22,323.46,2.72,0.0012,0.245,0.387,59.2,2,37.2,False,0.0
2025-08-11 06:22:22,250.03,1.91,0.0009,0.312,0.454,60.3,1,35.3,False,0.0
2025-08-11 06:27:22,428.44,3.3,0.0026,0.276,0.417,38.7,0,31.1,False,0.0
2025-08-11 06:32:22,291.61,2.22,0.0014,0.299,0.397,55.4,1,40.9,False,0.0
2025-08-11 06:37:22,339.45,2.27,0.0023,0.335,0.441,43.0,0,36.3,False,0.0
2025-08-11 06:42:22,173.5,2.35,0.0022,0.32,0.433,66.8,0,35.3,False,0.0
2025-08-11 06:47:22,431.28,2.47,0.0023,0.321,0.419,49.3,0,40.1,False,0.0
2025-08-11 06:52:22,306.3,2.75,0.0021,0.306,0.434,48.2,1,35.2,False,0.0
2025-08-11 06:57:22,382.74,2.38,0.0022,0.343,0.455,43.8,0,37.2,False,0.0
2025-08-11 07:02:22,426.95,1.49,0.0014,0.271,0.323,33.1,2,33.9,False,0.0
2025-08-11 07:07:22,339.45,2.91,0.0019,0.3,0.34,36.0,2,37.8,False,0.0
2025-08-11 07:12:22,245.88,3.16,0.0025,0.343,0.467,48.8,2,37.7,False,0.0
2025-08-11 07:17:22,301.78,2.65,0.0023,0.275,0.437,54.8,1,36.0,False,0.0
2025-08-11 07:22:22,325.33,2.99,0.0016,0.306,0.45,50.4,1,36.1,False,0.0
2025-08-11 07:27:22,171.85,2.29,0.0021,0.362,0.408,73.3,1,38.7,False,0.0
2025-08-11 07:32:22,280.77,1.97,0.0012,0.232,0.401,47.7,2,32.2,False,0.0
2025-08-11 07:37:22,225.01,2.87,0.0028,0.244,0.387,46.5,0,35.3,False,0.0
2025-08-11 07:42:22,262.85,2.6,0.002,0.361,0.456,53.6,0,40.9,False,0.0
2025-08-11 07:47:22,256.5,2.54,0.0017,0.275,0.435,48.3,1,32.7,False,0.0
2025-08-11 07:52:22,173.5,3.56,0.0015,0.276,0.418,53.9,1,39.4,False,0.0
2025-08-11 07:57:22,376.71,1.83,0.0015,0.242,0.451,28.9,0,41.5,False,0.0
2025-08-11 08:02:22,388.23,2.97,0.0011,0.285,0.455,44.4,1,32.3,False,0.0
2025-08-11 08:07:22,312.9,2.69,0.0013,0.253,0.536,55.5,1,38.9,False,0.0
2025-08-11 08:12:22,168.68,3.52,0.0021,0.293,0.413,46.2,0,34.5,False,0.0
2025-08-11 08:17:22,335.16,2.9,0.0023,0.324,0.427,52.3,2,42.0,False,0.0
2025-08-11 08:22:22,244.38,2.62,0.0025,0.236,0.458,54.7,0,34.6,False,0.0
2025-08-11 08:27:22,325.28,2.04,0.0023,0.266,0.401,45.4,0,36.0,False,0.0
2025-08-11 08:32:22,390.75,2.36,0.0018,0.221,0.421,55.4,2,38.6,False,0.0
2025-08-11 08:37:22,307.94,1.98,0.0021,0.278,0.37,33.7,0,38.8,False,0.0
2025-08-11 08:42:22,321.45,2.85,0.0015,0.349,0.429,37.7,2,35.8,False,0.0
2025-08-11 08:47:22,285.02,2.97,0.0019,0.286,0.429,41.7,0,35.4,False,0.0
2025-08-11 08:52:22,438.47,3.27,0.0012,0.36,0.449,69.9,0,38.6,False,0.0
2025-08-11 08:57:22,260.58,3.12,0.0014,0.335,0.484,47.7,0,36.5,False,0.0
2025-08-11 09:02:22,753.76,3.79,0.0033,0.778,0.654,94.7,1,50.4,False,0.0
2025-08-11 09:07:22,751.72,3.56,0.0036,1.0,0.998,94.0,2,68.6,True,0.6
2025-08-11 09:12:22,746.08,3.69,0.002,0.841,0.589,105.6,1,49.9,False,0.3
2025-08-11 09:17:22,761.72,3.68,0.0017,0.779,0.617,98.9,3,51.3,False,0.0
2025-08-11 09:22:22,536.56,4.59,0.0017,0.791,0.653,95.6,3,47.2,False,0.0
2025-08-11 09:27:22,575.36,4.15,0.0031,0.777,0.59,92.6,3,44.8,False,0.0
2025-08-11 09:32:22,600.15,3.79,0.0029,0.903,0.647,118.4,1,57.1,False,0.3
2025-08-11 09:37:22,1751.78,4.12,0.0019,0.787,0.643,714.8,1,46.8,True,0.0
2025-08-11 09:42:22,674.57,5.26,0.0031,0.8,0.596,90.2,0,51.6,False,0.0
2025-08-11 09:47:22,788.79,4.34,0.0021,0.779,0.649,92.2,1,52.8,False,0.0
2025-08-11 09:52:22,636.16,3.16,0.0017,0.871,0.594,109.6,0,53.8,False,0.3
2025-08-11 09:57:22,551.7,3.96,0.0033,0.798,0.656,89.1,1,46.4,False,0.0
2025-08-11 10:02:22,641.6,4.27,0.0025,0.703,0.572,104.5,1,50.9,False,0.0
2025-08-11 10:07:22,660.01,4.03,0.0032,0.696,0.547,102.8,0,42.9,False,0.0
2025-08-11 10:12:22,702.74,3.97,0.0025,0.731,0.563,91.4,1,52.5,False,0.0
2025-08-11 10:17:22,698.48,3.96,0.0027,0.665,0.512,87.9,1,49.0,False,0.0
2025-08-11 10:22:22,698.17,4.65,0.0038,0.751,0.619,89.0,2,52.6,False,0.0
2025-08-11 10:27:22,609.1,4.29,0.0026,0.811,0.713,92.8,2,43.0,False,0.3
2025-08-11 10:32:22,613.03,4.07,0.0021,0.701,0.547,96.8,1,47.6,False,0.0
2025-08-11 10:37:22,545.59,4.57,0.0032,0.822,0.673,103.6,1,47.1,False,0.3
2025-08-11 10:42:22,612.86,3.45,0.0024,0.723,0.588,102.2,0,45.4,False,0.0
2025-08-11 10:47:22,618.34,3.86,0.0023,0.768,0.646,84.1,0,50.6,False,0.0
2025-08-11 10:52:22,740.18,3.87,0.002,0.686,0.598,95.6,0,47.6,False,0.0
2025-08-11 10:57:22,585.12,3.85,0.0028,0.754,0.591,89.9,1,43.7,False,0.0
2025-08-11 11:02:22,736.52,3.46,0.002,0.703,0.561,82.5,0,51.0,False,0.0
2025-08-11 11:07:22,731.75,4.05,0.0024,0.677,0.586,97.5,0,44.7,False,0.0
2025-08-11 11:12:22,586.29,3.84,0.0025,0.714,0.6,76.4,1,53.3,False,0.0
2025-08-11 11:17:22,533.28,4.12,0.0032,0.681,0.562,94.9,0,49.0,False,0.0
2025-08-11 11:22:22,610.91,4.16,0.0022,0.676,0.51,101.5,1,44.9,False,0.0
2025-08-11 11:27:22,625.59,4.47,0.0026,0.742,0.654,82.9,0,52.4,False,0.0
2025-08-11 11:32:22,537.14,4.01,0.0025,0.669,0.572,92.8,2,49.2,False,0.0
2025-08-11 11:37:22,645.79,3.18,0.0022,0.728,0.587,80.7,2,43.7,False,0.0
2025-08-11 11:42:22,762.12,3.7,0.0024,0.549,0.506,83.4,2,44.5,False,0.0
2025-08-11 11:47:22,580.05,3.76,0.0014,0.69,0.599,79.5,0,46.5,False,0.0
2025-08-11 11:52:22,508.97,2.47,0.003,0.677,0.619,96.3,1,48.6,False,0.0
2025-08-11 11:57:22,678.76,3.25,0.0026,0.695,0.576,98.5,0,46.3,False,0.0
2025-08-11 12:02:22,523.9,3.53,0.0023,0.588,0.563,93.9,1,46.7,False,0.0
2025-08-11 12:07:22,488.55,3.58,0.0018,0.566,0.511,79.4,0,49.3,False,0.0
2025-08-11 12:12:22,551.31,4.12,0.0017,0.673,0.564,79.9,1,46.3,False,0.0
2025-08-11 12:17:22,573.66,3.48,0.0019,0.573,0.455,59.9,1,45.3,False,0.0
2025-08-11 12:22:22,573.95,4.23,0.0026,0.593,0.509,94.2,0,47.5,False,0.0
2025-08-11 12:27:22,583.54,4.02,0.0023,0.586,0.579,87.9,1,44.9,False,0.0
2025-08-11 12:32:22,486.02,3.62,0.0022,0.615,0.584,77.5,2,43.0,False,0.0
2025-08-11 12:37:22,620.7,3.92,0.0024,0.776,0.865,43.6,1,58.0,True,0.2
2025-08-11 12:42:22,483.32,3.31,0.002,0.479,0.496,77.2,0,42.1,False,0.0
2025-08-11 12:47:22,695.99,4.01,0.0025,0.614,0.58,74.1,1,44.7,False,0.0
2025-08-11 12:52:22,597.74,4.15,0.0025,0.558,0.577,71.9,2,45.5,False,0.0
2025-08-11 12:57:22,506.16,3.6,0.0018,0.566,0.547,81.9,0,48.1,False,0.0
2025-08-11 13:02:22,634.08,2.93,0.0026,0.643,0.567,66.6,0,46.9,False,0.0
2025-08-11 13:07:22,575.31,3.34,0.003,0.475,0.479,65.3,0,47.7,False,0.0
2025-08-11 13:12:22,709.15,3.56,0.0026,0.442,0.485,64.4,1,35.9,False,0.0
2025-08-11 13:17:22,440.72,3.68,0.003,0.494,0.517,54.2,0,42.9,False,0.0
2025-08-11 13:22:22,502.28,3.8,0.0008,0.589,0.546,86.1,0,38.4,False,0.0
2025-08-11 13:27:22,392.53,3.46,0.0028,0.56,0.582,77.6,0,41.9,False,0.0
2025-08-11 13:32:22,503.52,3.65,0.0028,0.449,0.48,81.0,1,40.5,False,0.0
2025-08-11 13:37:22,593.07,2.95,0.0026,0.515,0.513,78.6,0,41.1,False,0.0
2025-08-11 13:42:22,621.53,3.45,0.0024,0.465,0.508,70.7,3,42.6,False,0.0
2025-08-11 13:47:22,468.7,4.66,0.0023,0.578,0.56,63.0,2,45.4,False,0.0
2025-08-11 13:52:22,480.51,3.4,0.0029,0.613,0.587,89.9,0,44.5,False,0.0
2025-08-11 13:57:22,455.29,3.55,0.002,0.551,0.542,80.5,1,46.9,False,0.0
2025-08-11 14:02:22,437.29,3.0,0.0024,0.564,0.521,80.1,0,43.9,False,0.0
2025-08-11 14:07:22,486.39,3.7,0.0022,0.512,0.477,94.4,2,41.9,False,0.0
2025-08-11 14:12:22,458.86,3.56,0.0018,0.437,0.466,69.2,0,42.1,False,0.0
2025-08-11 14:17:22,437.91,4.28,0.0025,0.546,0.516,74.1,0,42.1,False,0.0
2025-08-11 14:22:22,442.55,2.35,0.0029,0.431,0.517,62.1,0,41.4,False,0.0
2025-08-11 14:27:22,371.88,3.51,0.0017,0.509,0.493,80.2,1,38.3,False,0.0
2025-08-11 14:32:22,581.92,2.82,0.0014,0.457,0.493,69.3,1,44.0,False,0.0
2025-08-11 14:37:22,392.27,3.08,0.0025,0.452,0.439,71.6,0,39.1,False,0.0
2025-08-11 14:42:22,499.37,3.32,0.0019,0.519,0.509,67.7,0,38.7,False,0.0
2025-08-11 14:47:22,676.32,3.58,0.0022,0.509,0.509,64.5,1,37.2,False,0.0
2025-08-11 14:52:22,598.23,4.21,0.0015,0.946,0.747,55.8,0,59.2,True,0.3
2025-08-11 14:57:22,472.51,3.54,0.0021,0.423,0.463,82.7,1,39.3,False,0.0
2025-08-11 15:02:22,516.76,3.14,0.0021,0.353,0.484,65.7,0,44.0,False,0.0
2025-08-11 15:07:22,312.48,3.37,0.0017,0.326,0.433,61.2,0,38.4,False,0.0
2025-08-11 15:12:22,426.91,2.61,0.0018,0.432,0.435,80.9,0,45.1,False,0.0
2025-08-11 15:17:22,452.37,2.96,0.0026,0.357,0.462,55.3,2,38.1,False,0.0
2025-08-11 15:22:22,358.27,3.37,0.0031,0.456,0.455,81.6,2,42.7,False,0.0
2025-08-11 15:27:22,462.65,2.64,0.0025,0.509,0.545,72.6,0,41.9,False,0.0
2025-08-11 15:32:22,408.66,2.19,0.0023,0.371,0.467,58.3,1,37.1,False,0.0
2025-08-11 15:37:22,579.3,3.3,0.002,0.38,0.442,49.4,1,38.0,False,0.0
2025-08-11 15:42:22,431.83,3.39,0.0019,0.278,0.451,50.4,0,38.0,False,0.0
2025-08-11 15:47:22,2011.78,3.69,0.0023,0.319,0.44,384.8,1,36.3,True,0.0
2025-08-11 15:52:22,376.01,3.3,0.0026,0.346,0.452,63.4,0,38.5,False,0.0
2025-08-11 15:57:22,494.86,3.33,0.0017,0.344,0.434,62.4,1,40.5,False,0.0
2025-08-11 16:02:22,512.85,2.91,0.002,0.23,0.378,38.3,0,36.1,False,0.0
2025-08-11 16:07:22,335.96,2.96,0.0017,0.345,0.384,60.7,1,38.1,False,0.0
2025-08-11 16:12:22,441.56,2.84,0.0021,0.363,0.404,56.2,2,39.2,False,0.0
2025-08-11 16:17:22,386.45,2.77,0.0017,0.388,0.425,69.7,0,40.7,False,0.0
2025-08-11 16:22:22,371.05,3.81,0.0019,0.32,0.425,53.9,0,39.5,False,0.0
2025-08-11 16:27:22,379.49,2.64,0.0012,0.242,0.353,57.8,2,36.1,False,0.0
2025-08-11 16:32:22,505.0,3.15,0.0028,0.371,0.43,52.2,1,38.1,False,0.0
2025-08-11 16:37:22,357.56,3.33,0.0021,0.342,0.464,52.2,0,41.0,False,0.0
2025-08-11 16:42:22,422.55,4.14,0.0027,0.395,0.417,61.0,1,34.8,False,0.0
2025-08-11 16:47:22,479.91,3.18,0.0027,0.37,0.418,50.5,1,37.9,False,0.0
2025-08-11 16:52:22,434.22,3.6,0.0015,0.275,0.399,29.5,0,41.4,False,0.0
2025-08-11 16:57:22,442.62,3.21,0.0011,0.345,0.414,42.5,3,40.4,False,0.0
2025-08-11 17:02:22,415.7,2.61,0.0009,0.36,0.399,57.1,1,40.0,False,0.0
2025-08-11 17:07:22,431.58,3.21,0.0015,0.323,0.482,47.7,1,38.8,False,0.0
2025-08-11 17:12:22,440.33,3.35,0.0019,0.337,0.426,60.5,2,42.8,False,0.0
2025-08-11 17:17:22,422.46,4.24,0.0018,0.333,0.417,43.6,1,36.3,False,0.0
2025-08-11 17:22:22,401.79,3.54,0.0013,0.254,0.411,28.4,1,36.0,False,0.0
2025-08-11 17:27:22,295.5,3.11,0.003,0.214,0.385,38.3,2,38.2,False,0.0
2025-08-11 17:32:22,433.06,2.55,0.0026,0.35,0.468,67.7,2,42.9,False,0.0
2025-08-11 17:37:22,341.23,3.17,0.0021,0.33,0.521,41.6,0,35.7,False,0.0
2025-08-11 17:42:22,295.01,2.9,0.0021,0.287,0.399,50.1,1,40.5,False,0.0
2025-08-11 17:47:22,459.61,2.48,0.0025,0.296,0.437,51.1,0,36.9,False,0.0
2025-08-11 17:52:22,448.59,2.85,0.0026,0.372,0.433,55.6,1,43.2,False,0.0
2025-08-11 17:57:22,272.05,2.83,0.0019,0.301,0.416,42.2,2,37.9,False,0.0
2025-08-11 18:02:22,71.11,1.93,0.0011,0.103,0.381,28.8,1,35.2,False,0.0
2025-08-11 18:07:22,205.93,2.43,0.0023,0.146,0.301,30.6,0,28.8,False,0.0
2025-08-11 18:12:22,229.5,1.88,0.0021,0.067,0.318,14.3,0,32.6,False,0.0
2025-08-11 18:17:22,80.28,2.03,0.0007,0.09,0.343,22.6,1,39.3,False,0.0
2025-08-11 18:22:22,174.87,2.42,0.0015,0.035,0.357,36.2,1,29.1,False,0.0
2025-08-11 18:27:22,171.11,3.1,0.0017,0.12,0.368,31.6,1,36.8,False,0.0
2025-08-11 18:32:22,201.04,2.22,0.0011,0.151,0.348,33.8,0,31.0,False,0.0
2025-08-11 18:37:22,155.83,2.22,0.002,0.043,0.332,26.0,3,31.5,False,0.0
2025-08-11 18:42:22,135.71,1.84,0.0007,0.126,0.305,32.5,2,33.3,False,0.0
2025-08-11 18:47:22,165.08,2.68,0.0021,0.135,0.331,33.3,0,30.8,False,0.0
2025-08-11 18:52:22,107.66,2.34,0.0009,0.077,0.299,34.3,0,39.2,False,0.0
2025-08-11 18:57:22,117.78,1.09,0.0018,0.176,0.365,39.1,2,33.4,False,0.0
2025-08-11 19:02:22,67.44,1.76,0.0015,0.119,0.36,30.0,1,29.3,False,0.0
2025-08-11 19:07:22,123.34,2.59,0.0014,0.149,0.348,32.5,3,35.9,False,0.0
2025-08-11 19:12:22,191.06,2.34,0.002,0.087,0.315,19.5,1,40.5,False,0.0
